seller_id,seller_state,receita
8a432f4e5b471f8da497d7dc517666e2,SP,9520.11
3078096983cf766a32a06257648502d1,SP,9484.23
d03698c2efd04a549382afa6623e27fb,BA,9467.77
aac29b1b99776be73c3049939652091d,MG,9465.52
33a17d60c64393351ebf1ef860f4e0f2,RS,9431.86
37515688008a7a40ac93e3b2e4ab203f,SP,9417.7
750303a20e9c56b2a6bc45cdce0b897d,GO,9394.81
6c177e38df6d3f34182b1f1d427231bf,PR,9376.53
af4a0e4cfe1d9c26b6712b1be25a72e5,MG,9351.6
fdb9095204a334cd8872252ffec6f2db,SP,9289.369999999999
609e1a9a6c2539919b8205cf7c4e6ff0,SC,9282.42
b18dc380845b24038cfc48006478f099,SP,9248.93
93dc87703c046b603023e75222018b45,MG,9206.29
4bfc7a4a1cf8d4d2121c27422d9e50b5,SP,9191.59
b4ffb71f0cb1b1c3d63fad021ecf93e1,SP,9176.07
725c32fa80c2faacc4fc88450d27314e,SP,9166.66
7722b1df1b0e383e000397b2c11e3e19,SP,9165.3
403aa86912527d730337ffcb0fb096ab,MG,9164.51
fcb5ace8bcc92f75707dc0f01a27d269,SP,9143.1
bd0389da23d89b726abf911cccc54596,DF,9128.47
ad781527c93d00d89a11eecd9dcad7c1,SP,9102.43
903037660cf848a717166eb7a06d616e,SP,9083.28
08633c14ef2db992c11f840f04fad4cd,SP,9068.82
52d76513f0c4d97f3b99570e2c94ee31,RS,9042.36
2089a6d640999f9b9141ac719b2af596,SP,9015.42
a2e874074c877c5a05abae80ad6e488f,SP,8975.8
8648b1e89e9b349e32d3741b30ec737e,SP,8946.050000000001
26d8a1c7c75d513045798992ead43aa2,PR,8945.78
6fd52c528dcb38be2eea044946b811f8,SP,8881.58
0432ead42b6c8a0bdf68154add917fdf,SP,8860.26
73a63f72308aa20a46f4b1632018f196,PR,8835.59
784ba75dd9d20200c4caed3d7a77141a,SP,8815.689999999999
257e61d3251fb5efb9daadddbc2cf7ca,PR,8806.18
5d0363b33554b373851fc1622e4d5f3c,SP,8802.97
5b925e1d006e9476d738aa200751b73b,SP,8801.84
4e17c65a516f69d023a2ae78b84f28d6,SP,8794.8
dbb9b48c841a0e39e21f98e1a6b2ec3e,SP,8768.26
b410bdd36d5db7a65dcd42b7ead933b8,GO,8733.61
989becdce12ebc39863c2bceab6f3ca1,PR,8732.89
062ce95fa2ad4dfaedfc79260130565f,RS,8721.44
8e6cc767478edae941d9bd9eb778d77a,MG,8719.57
e333046ce6517bd8bb510291d44f0130,SP,8699.32
1da366cade6d8276e7d8beea7af5d4bf,MG,8673.73
ececbfcff9804a2d6b40f589df8eef2b,SP,8661.06
397c4d0c005b6f41f90098ac724e28cb,SP,8622.37
bbf9ad41dca6603e614efcdad7aab8c4,CE,8622.26
2c9e548be18521d1c43cde1c582c6de8,SP,8603.05
3bb548e3cb7f70f28e3f11ee9dce0e59,PR,8586.81
058fd0aa2bfdb2274e05e1ae971dabb6,SP,8555.8
8a32e327fe2c1b3511609d81aaf9f042,SP,8545.39
a420f60ff1aa9acc80d0e42959f2b313,SP,8543.27
cc63f0dd2acba93ffed4fe9f8e0321fa,SP,8496.68
67883baaae6134ee81b271a542613728,SP,8496.02
52f976b17ea7f2f087f56dcc419328f6,PR,8492.65
8fb791022c1fc8909664f48ab7dc636d,SP,8483.35
d51e0a403fe2e689ece6c73359d96e12,SP,8463.02
1127b7f2594683f2510f1c2c834a486b,SP,8438.4
282f23a9769b2690c5dda22e316f9941,MG,8386.96
6bd69102ab48df500790a8cecfc285c2,SP,8359.02
381c83fdca332ea6afd896da20bf6e4a,PR,8355.01
42bde9fef835393bb8a8849cb6b7f245,DF,8341.369999999999
aced59e9b31ef866a94f9e7f29d8d418,SP,8315.8
4aba391bc3b88717ce08eb11e44937b2,BA,8300.96
c26a2be5b53b7db6b276280da212a779,RJ,8288.85
34056b8b55c1775a22af2331670a799c,SP,8229.89
6a8b085f816a1f75f92dbac6eb545f8f,SP,8196.96
e2aee0892199b1d92530e371abd825bf,PR,8177.41
dbdd0ec73a4817971d962698f2fea022,CE,8174.799999999999
6a51fc556dab5f766ced6fbc860bc613,SP,8150.87
e0a366315b1b726b6c7832d664c0f530,SP,8145.17
cee48807215b30a12ca2ca10ffb5f250,SP,8125.52
7bac63f6603d382cc8d0832eb6c100a8,SP,8114.6
8476243f92442881ddd5b578975cf115,RS,8113.03
516e7738bd8f735ac19a010ee5450d8d,RJ,8109.32
b347677812ea483b0f528eaf8cbc09b7,PR,8051.34
670c26e0f1bf8d0576271d5cfaec6d2b,PR,8035.63
d13e50eaa47b4cbe9eb81465865d8cfc,SP,8012.84
dee656f0f566ed1aa85bd137c943f08f,SP,7968.67
f84a00e60c73a49e7e851c9bdca3a5bb,RJ,7951.76
6fa9202c10491e472dffd59a3e82b2a3,SP,7939.249999999999
080102cd0a76b09e0dcf55fcacc60e05,MG,7912.71
11305281b50fff20ae8bb473f8e11876,MG,7912.6900000000005
58f1a6197ed863543e0136bdedb3fce2,MG,7903.69
688756f717c462a206ad854c5027a64a,SP,7901.45
f1fd5ab1181f827ffad998c1a5de7d74,PR,7877.96
54065e9aef7e9e9c2dc23b7594db021a,RJ,7840.71
b14db04aa7881970e83ffa9426897925,SP,7836.91
6b243f80ed07b10f0e8aa0f21a205f3c,PR,7807.400000000001
f25e239052084705e17a982bc600ab2a,SP,7785.48
d624126b9206f595fb3fbb6ba03b28a8,PR,7768.5
512d298ac2a96d1931b6bd30aa21f61d,RJ,7723.87
dd55f1bb788714a40e7954c3be6df745,SP,7701.18
376a891762bbdecbc02b4b6adec3fdda,GO,7693.63
014c0679dd340a0e338872e7ec85666a,MG,7686.31
d9bd94811c3338dceb4181f3dbc0c73e,SP,7682.11
ff1fb4c404b2efe68b03350a8dc24122,SP,7666.95
